block,feature,line,orientation,channel,x_cm,y_cm,twt_ns,depth_m,envelope,src
A,A-2,3,X-line,HF,333.7,100.0,13.3057,0.7997,1.891,hunt
A,A-2,3,X-line,HF,336.2,100.0,13.3057,0.7997,2.205,hunt
A,A-2,3,X-line,HF,338.6,100.0,13.3057,0.7997,2.126,hunt
A,A-2,3,X-line,HF,341.1,100.0,13.3057,0.7997,1.352,hunt
A,A-2,3,X-line,HF,343.6,100.0,13.3057,0.7997,1.295,hunt
A,A-2,3,X-line,HF,346.1,100.0,13.3057,0.7997,1.966,hunt
A,A-2,3,X-line,HF,348.6,100.0,13.3057,0.7997,1.774,hunt
A,A-2,3,X-line,HF,351.1,100.0,13.3057,0.7997,1.815,hunt
A,A-2,3,X-line,HF,353.6,100.0,13.3057,0.7997,1.908,hunt
A,A-2,3,X-line,HF,356.1,100.0,13.3057,0.7997,1.555,hunt
A,A-2,3,X-line,HF,358.6,100.0,13.3057,0.7997,1.739,hunt
A,A-2,3,X-line,HF,361.1,100.0,13.3057,0.7997,1.379,hunt
A,A-2,3,X-line,HF,363.5,100.0,13.3057,0.7997,1.382,hunt
A,A-2,3,X-line,HF,366.0,100.0,13.3057,0.7997,1.639,hunt
A,A-2,3,X-line,HF,368.5,100.0,13.3057,0.7997,1.327,hunt
A,A-2,3,X-line,HF,371.0,100.0,13.3667,0.8033,0.754,hunt
A,A-2,3,X-line,HF,373.5,100.0,13.4277,0.807,1.622,hunt
A,A-2,3,X-line,HF,376.0,100.0,13.4277,0.807,1.926,hunt
A,A-2,3,X-line,HF,378.5,100.0,13.4277,0.807,2.054,hunt
A,A-2,4,X-line,HF,268.9,150.0,18.3106,1.1005,1.721,hunt
A,A-2,4,X-line,HF,271.4,150.0,18.3106,1.1005,1.452,hunt
A,A-2,4,X-line,HF,273.9,150.0,18.3106,1.1005,1.276,hunt
A,A-2,4,X-line,HF,276.4,150.0,18.3106,1.1005,1.317,hunt
A,A-2,4,X-line,HF,278.9,150.0,18.3106,1.1005,1.725,hunt
A,A-2,4,X-line,HF,281.4,150.0,18.3106,1.1005,2.056,hunt
A,A-2,4,X-line,HF,283.9,150.0,18.3106,1.1005,1.762,hunt
A,A-2,4,X-line,HF,286.4,150.0,18.3106,1.1005,1.201,hunt
A,A-2,4,X-line,HF,288.8,150.0,18.3106,1.1005,1.344,hunt
A,A-2,4,X-line,HF,291.3,150.0,18.3106,1.1005,1.522,hunt
A,A-2,4,X-line,HF,293.8,150.0,18.3106,1.1005,1.545,hunt
A,A-2,4,X-line,HF,296.3,150.0,18.3106,1.1005,1.207,hunt
A,A-2,4,X-line,HF,298.8,150.0,18.3106,1.1005,1.964,hunt
A,A-2,4,X-line,HF,301.3,150.0,18.3106,1.1005,1.477,hunt
A,A-2,4,X-line,HF,303.8,150.0,18.3106,1.1005,0.622,hunt
A,A-2,4,X-line,HF,306.3,150.0,18.3106,1.1005,0.909,hunt
A,A-2,4,X-line,HF,308.8,150.0,18.3106,1.1005,0.973,hunt
A,A-2,4,X-line,LF,206.7,150.0,17.8223,1.0711,1.173,hunt
A,A-2,4,X-line,LF,209.2,150.0,17.8223,1.0711,1.271,hunt
A,A-2,4,X-line,LF,211.7,150.0,17.8223,1.0711,1.432,hunt
A,A-2,4,X-line,LF,214.1,150.0,17.8223,1.0711,1.566,hunt
A,A-2,4,X-line,LF,216.6,150.0,17.8223,1.0711,1.555,hunt
A,A-2,4,X-line,LF,219.1,150.0,17.8223,1.0711,1.523,hunt
A,A-2,4,X-line,LF,221.6,150.0,17.8223,1.0711,1.529,hunt
A,A-2,4,X-line,LF,224.1,150.0,17.8223,1.0711,1.574,hunt
A,A-2,4,X-line,LF,226.6,150.0,17.8223,1.0711,1.352,hunt
A,A-2,4,X-line,LF,229.1,150.0,17.7002,1.0638,0.742,hunt
A,A-2,4,X-line,LF,231.6,150.0,17.5781,1.0564,1.142,hunt
A,A-2,4,X-line,LF,234.1,150.0,17.4561,1.0491,1.351,hunt
A,A-2,4,X-line,LF,236.6,150.0,17.334,1.0418,1.386,hunt
A,A-2,4,X-line,LF,239.0,150.0,17.334,1.0418,1.374,hunt
A,A-2,4,X-line,LF,241.5,150.0,17.334,1.0418,1.362,hunt
A,A-2,4,X-line,LF,244.0,150.0,17.334,1.0418,1.358,hunt
A,A-2,4,X-line,LF,246.5,150.0,17.334,1.0418,1.373,hunt
A,A-2,4,X-line,LF,249.0,150.0,17.334,1.0418,1.387,hunt
A,A-2,4,X-line,LF,251.5,150.0,17.334,1.0418,1.315,hunt
A,A-2,14,Y-line,LF,50.0,159.4,19.7754,1.1885,1.244,hunt
A,A-2,14,Y-line,LF,50.0,161.9,20.0195,1.2032,1.256,hunt
A,A-2,14,Y-line,LF,50.0,164.3,20.3857,1.2252,1.245,hunt
A,A-2,14,Y-line,LF,50.0,166.8,20.6299,1.2399,1.293,hunt
A,A-2,14,Y-line,LF,50.0,169.3,20.874,1.2545,1.342,hunt
A,A-2,14,Y-line,LF,50.0,171.8,21.1182,1.2692,1.362,hunt
A,A-2,14,Y-line,LF,50.0,174.3,21.3623,1.2839,1.36,hunt
A,A-2,14,Y-line,LF,50.0,176.8,21.7285,1.3059,1.358,hunt
A,A-2,14,Y-line,LF,50.0,179.3,21.9727,1.3206,1.362,hunt
A,A-2,14,Y-line,LF,50.0,181.8,22.2168,1.3352,1.354,hunt
A,A-2,14,Y-line,LF,50.0,184.3,22.4609,1.3499,1.356,hunt
A,A-2,14,Y-line,LF,50.0,186.8,22.8271,1.3719,1.369,hunt
A,A-2,14,Y-line,LF,50.0,189.2,23.0713,1.3866,1.376,hunt
A,A-2,14,Y-line,LF,50.0,191.7,23.3154,1.4013,1.357,hunt
A,A-2,14,Y-line,LF,50.0,194.2,23.5596,1.4159,1.333,hunt
A,A-2,14,Y-line,LF,50.0,196.7,23.8037,1.4306,1.32,hunt
A,A-2,14,Y-line,LF,50.0,199.2,24.1699,1.4526,1.315,hunt
A,A-2,14,Y-line,LF,50.0,201.7,24.4141,1.4673,1.295,hunt
A,A-2,14,Y-line,LF,50.0,204.2,24.6582,1.482,1.298,hunt
A,A-2,14,Y-line,LF,50.0,206.7,24.9023,1.4966,1.295,hunt
A,A-2,14,Y-line,LF,50.0,209.2,25.2686,1.5186,1.27,hunt
A,A-2,14,Y-line,LF,50.0,211.7,25.5127,1.5333,1.21,hunt
A,A-2,22,Y-line,HF,450.0,94.6,12.6953,0.763,1.599,hunt
A,A-2,22,Y-line,HF,450.0,97.1,12.9395,0.7777,1.563,hunt
A,A-2,22,Y-line,HF,450.0,99.6,13.2446,0.796,0.654,hunt
A,A-2,22,Y-line,HF,450.0,102.1,13.4888,0.8107,1.292,hunt
A,A-2,22,Y-line,HF,450.0,104.6,13.794,0.829,1.784,hunt
A,A-2,22,Y-line,HF,450.0,107.1,14.0381,0.8437,2.275,hunt
A,A-2,22,Y-line,HF,450.0,109.6,14.3433,0.862,0.987,hunt
A,A-2,22,Y-line,HF,450.0,112.1,14.5874,0.8767,1.202,hunt
A,A-2,22,Y-line,HF,450.0,114.5,14.8926,0.895,0.8,hunt
A,A-2,22,Y-line,HF,450.0,117.0,15.1367,0.9097,1.401,hunt
A,A-2,22,Y-line,HF,450.0,119.5,15.3809,0.9244,1.807,hunt
A,A-2,22,Y-line,HF,450.0,122.0,15.686,0.9427,1.15,hunt
A,A-2,22,Y-line,HF,450.0,124.5,15.7471,0.9464,1.978,hunt
A,A-2,22,Y-line,HF,450.0,127.0,15.7471,0.9464,2.262,hunt
A,A-2,22,Y-line,HF,450.0,129.5,15.9912,0.9611,1.903,hunt
A,A-2,22,Y-line,HF,450.0,132.0,16.2964,0.9794,0.485,hunt
A,A-2,22,Y-line,HF,450.0,134.5,16.5405,0.9941,0.819,hunt
A,A-2,22,Y-line,HF,450.0,137.0,16.5405,0.9941,1.344,hunt
