block,feature,line,orientation,x_cm,y_cm,twt_ns,depth_m
C,C-1,24,Y-line,300.0,408.4,11.8408,0.7116
C,C-1,24,Y-line,300.0,410.8,11.8408,0.7116
C,C-1,24,Y-line,300.0,413.3,11.9019,0.7153
C,C-1,24,Y-line,300.0,415.8,11.9019,0.7153
C,C-1,24,Y-line,300.0,418.3,11.9629,0.719
C,C-1,24,Y-line,300.0,420.8,12.0239,0.7226
C,C-1,24,Y-line,300.0,423.3,12.0239,0.7226
C,C-1,24,Y-line,300.0,425.8,12.085,0.7263
C,C-1,24,Y-line,300.0,428.3,12.146,0.73
C,C-1,24,Y-line,300.0,430.8,12.207,0.7336
C,C-1,24,Y-line,300.0,433.3,12.207,0.7336
C,C-1,24,Y-line,300.0,435.8,12.2681,0.7373
C,C-1,24,Y-line,300.0,438.2,12.3291,0.741
C,C-1,24,Y-line,300.0,440.7,12.3901,0.7446
C,C-1,24,Y-line,300.0,443.2,12.3901,0.7446
C,C-1,24,Y-line,300.0,445.7,12.4512,0.7483
C,C-1,24,Y-line,300.0,448.2,12.5122,0.752
C,C-1,24,Y-line,300.0,450.7,12.5733,0.7557
C,C-1,24,Y-line,300.0,453.2,12.5733,0.7557
C,C-1,24,Y-line,300.0,455.7,12.6343,0.7593
C,C-1,24,Y-line,300.0,458.2,12.6953,0.763
C,C-1,24,Y-line,300.0,460.6,12.7564,0.7667
C,C-1,24,Y-line,300.0,463.1,12.8174,0.7703
C,C-1,24,Y-line,300.0,465.6,12.8174,0.7703
C,C-1,24,Y-line,300.0,468.1,12.8784,0.774
C,C-1,24,Y-line,300.0,470.6,12.9395,0.7777
C,C-1,24,Y-line,300.0,473.1,13.0005,0.7813
C,C-1,24,Y-line,300.0,475.6,13.0005,0.7813
C,C-1,24,Y-line,300.0,478.1,13.0615,0.785
C,C-1,24,Y-line,300.0,480.6,13.1226,0.7887
C,C-1,24,Y-line,300.0,483.1,13.1836,0.7923
C,C-1,24,Y-line,300.0,485.6,13.1836,0.7923
C,C-1,24,Y-line,300.0,488.0,13.2446,0.796
C,C-1,24,Y-line,300.0,490.5,13.3057,0.7997
C,C-1,24,Y-line,300.0,493.0,13.3667,0.8033
C,C-1,24,Y-line,300.0,495.5,13.3667,0.8033
C,C-1,24,Y-line,300.0,498.0,13.4277,0.807
C,C-1,24,Y-line,300.0,500.5,13.4888,0.8107
C,C-1,24,Y-line,300.0,503.0,13.5498,0.8143
C,C-1,24,Y-line,300.0,505.5,13.6108,0.818
C,C-1,24,Y-line,300.0,508.0,13.7329,0.8253
C,C-1,24,Y-line,300.0,510.4,13.794,0.829
C,C-1,24,Y-line,300.0,512.9,13.855,0.8327
C,C-1,24,Y-line,300.0,515.4,13.916,0.8364
C,C-1,24,Y-line,300.0,517.9,14.0381,0.8437
C,C-1,24,Y-line,300.0,520.4,14.0991,0.8474
C,C-1,24,Y-line,300.0,522.9,14.1602,0.851
C,C-1,24,Y-line,300.0,525.4,14.2212,0.8547
C,C-1,24,Y-line,300.0,527.9,14.2822,0.8584
C,C-1,24,Y-line,300.0,530.4,14.3433,0.862
C,C-1,24,Y-line,300.0,532.9,14.4043,0.8657
C,C-1,24,Y-line,300.0,535.4,14.4653,0.8694
C,C-1,24,Y-line,300.0,537.8,14.5874,0.8767
C,C-1,24,Y-line,300.0,540.3,14.6484,0.8804
C,C-1,24,Y-line,300.0,542.8,14.7095,0.884
C,C-1,24,Y-line,300.0,545.3,14.7705,0.8877
C,C-1,24,Y-line,300.0,547.8,14.8316,0.8914
C,C-1,24,Y-line,300.0,550.3,14.9536,0.8987
C,C-1,24,Y-line,300.0,552.8,15.0147,0.9024
C,C-1,24,Y-line,300.0,555.3,15.0757,0.906
C,C-1,24,Y-line,300.0,557.8,15.1367,0.9097
C,C-1,24,Y-line,300.0,560.2,15.2588,0.9171
C,C-1,24,Y-line,300.0,562.7,15.3198,0.9207
C,C-1,24,Y-line,300.0,565.2,15.3809,0.9244
C,C-1,24,Y-line,300.0,567.7,15.4419,0.9281
C,C-1,24,Y-line,300.0,570.2,15.564,0.9354
C,C-1,24,Y-line,300.0,572.7,15.625,0.9391
C,C-1,24,Y-line,300.0,575.2,15.686,0.9427
C,C-1,24,Y-line,300.0,577.7,15.7471,0.9464
C,C-1,24,Y-line,300.0,580.2,15.7471,0.9464
C,C-1,24,Y-line,300.0,582.7,15.7471,0.9464
C,C-1,24,Y-line,300.0,585.2,15.7471,0.9464
C,C-1,24,Y-line,300.0,587.6,15.7471,0.9464
C,C-1,24,Y-line,300.0,590.1,15.7471,0.9464
C,C-1,24,Y-line,300.0,592.6,15.7471,0.9464
C,C-1,24,Y-line,300.0,595.1,15.7471,0.9464
C,C-1,24,Y-line,300.0,597.6,15.7471,0.9464
C,C-1,24,Y-line,300.0,600.1,15.7471,0.9464
C,C-1,24,Y-line,300.0,602.6,15.7471,0.9464
C,C-1,24,Y-line,300.0,605.1,15.7471,0.9464
C,C-1,24,Y-line,300.0,607.6,15.7471,0.9464
C,C-1,24,Y-line,300.0,610.1,15.7471,0.9464
C,C-1,24,Y-line,300.0,612.5,15.7471,0.9464
C,C-1,24,Y-line,300.0,615.0,15.7471,0.9464
C,C-1,24,Y-line,300.0,617.5,15.7471,0.9464
C,C-1,24,Y-line,300.0,620.0,15.7471,0.9464
C,C-1,24,Y-line,300.0,622.5,15.7471,0.9464
C,C-1,24,Y-line,300.0,625.0,15.7471,0.9464
C,C-1,24,Y-line,300.0,627.5,15.7471,0.9464
C,C-1,24,Y-line,300.0,630.0,15.7471,0.9464
C,C-1,24,Y-line,300.0,632.5,15.7471,0.9464
C,C-1,24,Y-line,300.0,635.0,15.7471,0.9464
C,C-1,24,Y-line,300.0,637.4,15.7471,0.9464
C,C-1,24,Y-line,300.0,639.9,15.7471,0.9464
C,C-1,24,Y-line,300.0,642.4,15.8081,0.9501
C,C-1,24,Y-line,300.0,644.9,15.8081,0.9501
C,C-1,24,Y-line,300.0,647.4,15.8692,0.9537
C,C-1,24,Y-line,300.0,649.9,15.9302,0.9574
C,C-1,24,Y-line,300.0,652.4,15.9912,0.9611
C,C-1,24,Y-line,300.0,654.9,16.1133,0.9684
C,C-1,24,Y-line,300.0,657.4,16.1743,0.9721
C,C-1,24,Y-line,300.0,659.8,16.2354,0.9757
C,C-1,24,Y-line,300.0,662.3,16.2964,0.9794
C,C-1,24,Y-line,300.0,664.8,16.3574,0.9831
C,C-1,24,Y-line,300.0,667.3,16.4795,0.9904
C,C-1,24,Y-line,300.0,669.8,16.5405,0.9941
C,C-1,24,Y-line,300.0,672.3,16.6016,0.9978
C,C-1,24,Y-line,300.0,674.8,16.7236,1.0051
C,C-1,24,Y-line,300.0,677.3,16.8457,1.0124
C,C-1,24,Y-line,300.0,679.8,16.9068,1.0161
C,C-1,24,Y-line,300.0,682.3,16.9678,1.0198
C,C-1,24,Y-line,300.0,684.8,17.0899,1.0271
C,C-1,24,Y-line,300.0,687.2,17.2119,1.0344
C,C-1,24,Y-line,300.0,689.7,17.273,1.0381
C,C-1,24,Y-line,300.0,692.2,17.334,1.0418
C,C-1,24,Y-line,300.0,694.7,17.334,1.0418
C,C-1,24,Y-line,300.0,697.2,17.334,1.0418
C,C-1,24,Y-line,300.0,699.7,17.334,1.0418
C,C-1,24,Y-line,300.0,702.2,17.334,1.0418
C,C-1,25,Y-line,350.0,79.7,4.0894,0.2458
C,C-1,25,Y-line,350.0,82.2,4.1504,0.2494
C,C-1,25,Y-line,350.0,84.7,4.2114,0.2531
C,C-1,25,Y-line,350.0,87.2,4.2114,0.2531
C,C-1,25,Y-line,350.0,89.6,4.2725,0.2568
C,C-1,25,Y-line,350.0,92.1,4.3335,0.2604
C,C-1,25,Y-line,350.0,94.6,4.3945,0.2641
C,C-1,25,Y-line,350.0,97.1,4.5166,0.2714
C,C-1,25,Y-line,350.0,99.6,4.5776,0.2751
C,C-1,25,Y-line,350.0,102.1,4.6387,0.2788
C,C-1,25,Y-line,350.0,104.6,4.6997,0.2825
C,C-1,25,Y-line,350.0,107.1,4.8218,0.2898
C,C-1,25,Y-line,350.0,109.6,4.8828,0.2935
C,C-1,25,Y-line,350.0,112.0,4.9439,0.2971
C,C-1,25,Y-line,350.0,114.5,5.0049,0.3008
C,C-1,25,Y-line,350.0,117.0,5.127,0.3081
C,C-1,25,Y-line,350.0,119.5,5.188,0.3118
C,C-1,25,Y-line,350.0,122.0,5.249,0.3155
C,C-1,25,Y-line,350.0,124.5,5.3101,0.3191
C,C-1,25,Y-line,350.0,127.0,5.3711,0.3228
C,C-1,25,Y-line,350.0,129.5,5.4932,0.3301
C,C-1,25,Y-line,350.0,132.0,5.5542,0.3338
C,C-1,25,Y-line,350.0,134.5,5.6763,0.3411
C,C-1,25,Y-line,350.0,137.0,5.7373,0.3448
C,C-1,25,Y-line,350.0,139.4,5.8594,0.3521
C,C-1,25,Y-line,350.0,141.9,5.9204,0.3558
C,C-1,25,Y-line,350.0,144.4,5.9814,0.3595
C,C-1,25,Y-line,350.0,146.9,5.9814,0.3595
C,C-1,25,Y-line,350.0,149.4,5.9814,0.3595
C,C-1,25,Y-line,350.0,151.9,5.9814,0.3595
C,C-1,25,Y-line,350.0,154.4,5.9814,0.3595
C,C-1,25,Y-line,350.0,156.9,5.9814,0.3595
C,C-1,25,Y-line,350.0,159.4,5.9204,0.3558
C,C-1,25,Y-line,350.0,161.9,5.9204,0.3558
C,C-1,25,Y-line,350.0,164.3,5.9204,0.3558
C,C-1,25,Y-line,350.0,166.8,5.9204,0.3558
C,C-1,25,Y-line,350.0,169.3,5.9814,0.3595
C,C-1,25,Y-line,350.0,171.8,6.1035,0.3668
C,C-1,25,Y-line,350.0,174.3,6.1646,0.3705
C,C-1,25,Y-line,350.0,176.8,6.2256,0.3742
C,C-1,25,Y-line,350.0,179.3,6.2866,0.3778
C,C-1,25,Y-line,350.0,181.8,6.4087,0.3852
C,C-1,25,Y-line,350.0,184.3,6.5308,0.3925
C,C-1,25,Y-line,350.0,186.8,6.6528,0.3998
C,C-1,25,Y-line,350.0,189.2,6.7749,0.4072
C,C-1,25,Y-line,350.0,191.7,6.897,0.4145
C,C-1,25,Y-line,350.0,194.2,7.019,0.4218
C,C-1,25,Y-line,350.0,196.7,7.1411,0.4292
C,C-1,25,Y-line,350.0,199.2,7.2022,0.4328
C,C-1,25,Y-line,350.0,201.7,7.3242,0.4402
C,C-1,25,Y-line,350.0,204.2,7.4463,0.4475
C,C-1,25,Y-line,350.0,206.7,7.5073,0.4512
C,C-1,25,Y-line,350.0,209.2,7.5684,0.4549
C,C-1,25,Y-line,350.0,211.6,7.6904,0.4622
C,C-1,25,Y-line,350.0,214.1,7.7515,0.4659
C,C-1,25,Y-line,350.0,216.6,7.8125,0.4695
C,C-1,25,Y-line,350.0,219.1,7.8735,0.4732
C,C-1,25,Y-line,350.0,221.6,7.9346,0.4769
C,C-1,25,Y-line,350.0,224.1,8.0566,0.4842
C,C-1,25,Y-line,350.0,226.6,8.1177,0.4879
C,C-1,25,Y-line,350.0,229.1,8.1787,0.4915
C,C-1,25,Y-line,350.0,231.6,8.2398,0.4952
C,C-1,25,Y-line,350.0,234.1,8.3618,0.5025
C,C-1,25,Y-line,350.0,236.6,8.4229,0.5062
C,C-1,25,Y-line,350.0,239.0,8.4839,0.5099
C,C-1,25,Y-line,350.0,241.5,8.4839,0.5099
C,C-1,25,Y-line,350.0,244.0,8.4839,0.5099
C,C-1,25,Y-line,350.0,246.5,8.4839,0.5099
C,C-1,25,Y-line,350.0,249.0,8.4839,0.5099
C,C-1,25,Y-line,350.0,251.5,8.4839,0.5099
C,C-1,25,Y-line,350.0,254.0,8.606,0.5172
C,C-1,25,Y-line,350.0,256.5,8.667,0.5209
C,C-1,25,Y-line,350.0,259.0,8.728,0.5246
C,C-1,25,Y-line,350.0,261.5,8.7891,0.5282
C,C-1,25,Y-line,350.0,263.9,8.8501,0.5319
C,C-1,25,Y-line,350.0,266.4,8.8501,0.5319
C,C-1,25,Y-line,350.0,268.9,8.8501,0.5319
C,C-1,25,Y-line,350.0,271.4,8.8501,0.5319
C,C-1,25,Y-line,350.0,273.9,8.8501,0.5319
C,C-1,25,Y-line,350.0,276.4,8.8501,0.5319
C,C-1,25,Y-line,350.0,278.9,8.8501,0.5319
C,C-1,25,Y-line,350.0,281.4,8.9111,0.5356
C,C-1,25,Y-line,350.0,283.9,8.9722,0.5392
C,C-1,25,Y-line,350.0,286.4,9.0942,0.5466
C,C-1,25,Y-line,350.0,288.8,9.1553,0.5502
C,C-1,25,Y-line,350.0,291.3,9.2163,0.5539
C,C-1,25,Y-line,350.0,293.8,9.2774,0.5576
C,C-1,25,Y-line,350.0,296.3,9.3994,0.5649
C,C-1,25,Y-line,350.0,298.8,9.4605,0.5686
C,C-1,25,Y-line,350.0,301.3,9.5215,0.5722
C,C-1,25,Y-line,350.0,303.8,9.5825,0.5759
C,C-1,25,Y-line,350.0,306.3,9.6436,0.5796
C,C-1,25,Y-line,350.0,308.8,9.7656,0.5869
C,C-1,25,Y-line,350.0,311.2,9.8267,0.5906
C,C-1,25,Y-line,350.0,313.7,9.8877,0.5943
C,C-1,25,Y-line,350.0,316.2,9.9487,0.5979
C,C-1,25,Y-line,350.0,318.7,9.9487,0.5979
C,C-1,25,Y-line,350.0,321.2,9.9487,0.5979
C,C-1,25,Y-line,350.0,323.7,9.9487,0.5979
C,C-1,25,Y-line,350.0,326.2,9.9487,0.5979
C,C-1,25,Y-line,350.0,328.7,9.9487,0.5979
C,C-1,25,Y-line,350.0,331.2,9.9487,0.5979
C,C-1,25,Y-line,350.0,333.7,9.9487,0.5979
C,C-1,25,Y-line,350.0,336.2,9.9487,0.5979
C,C-1,25,Y-line,350.0,338.6,9.9487,0.5979
C,C-1,25,Y-line,350.0,341.1,10.0098,0.6016
C,C-1,25,Y-line,350.0,343.6,10.0708,0.6053
C,C-1,25,Y-line,350.0,346.1,10.1318,0.6089
C,C-1,25,Y-line,350.0,348.6,10.1929,0.6126
C,C-1,25,Y-line,350.0,351.1,10.3149,0.6199
C,C-1,25,Y-line,350.0,353.6,10.376,0.6236
C,C-1,25,Y-line,350.0,356.1,10.437,0.6273
C,C-1,25,Y-line,350.0,358.6,10.4981,0.6309
C,C-1,25,Y-line,350.0,361.0,10.6201,0.6383
C,C-1,25,Y-line,350.0,363.5,10.6812,0.6419
C,C-1,25,Y-line,350.0,366.0,10.7422,0.6456
C,C-1,25,Y-line,350.0,368.5,10.7422,0.6456
C,C-1,25,Y-line,350.0,371.0,10.7422,0.6456
C,C-1,25,Y-line,350.0,373.5,10.7422,0.6456
C,C-1,25,Y-line,350.0,376.0,10.8032,0.6493
C,C-1,25,Y-line,350.0,378.5,10.8032,0.6493
C,C-1,25,Y-line,350.0,381.0,10.9253,0.6566
C,C-1,25,Y-line,350.0,383.5,10.9863,0.6603
C,C-1,25,Y-line,350.0,386.0,10.9863,0.6603
C,C-1,25,Y-line,350.0,388.4,10.9863,0.6603
C,C-1,25,Y-line,350.0,390.9,11.1084,0.6676
C,C-1,25,Y-line,350.0,393.4,11.1694,0.6713
C,C-1,25,Y-line,350.0,395.9,11.2305,0.675
C,C-1,25,Y-line,350.0,398.4,11.2915,0.6786
C,C-1,25,Y-line,350.0,400.9,11.3525,0.6823
C,C-1,25,Y-line,350.0,403.4,11.4746,0.6896
C,C-1,25,Y-line,350.0,405.9,11.5357,0.6933
C,C-1,25,Y-line,350.0,408.4,11.5967,0.697
C,C-1,25,Y-line,350.0,410.8,11.6577,0.7006
C,C-1,25,Y-line,350.0,413.3,11.7798,0.708
C,C-1,25,Y-line,350.0,415.8,11.8408,0.7116
C,C-1,25,Y-line,350.0,418.3,11.9019,0.7153
C,C-1,25,Y-line,350.0,420.8,11.9629,0.719
C,C-1,25,Y-line,350.0,423.3,12.085,0.7263
C,C-1,25,Y-line,350.0,425.8,12.085,0.7263
C,C-1,25,Y-line,350.0,428.3,12.085,0.7263
C,C-1,25,Y-line,350.0,430.8,12.085,0.7263
C,C-1,25,Y-line,350.0,433.3,12.207,0.7336
C,C-1,25,Y-line,350.0,435.8,12.2681,0.7373
C,C-1,25,Y-line,350.0,438.2,12.3291,0.741
C,C-1,25,Y-line,350.0,440.7,12.3901,0.7446
C,C-1,25,Y-line,350.0,443.2,12.4512,0.7483
C,C-1,25,Y-line,350.0,445.7,12.5733,0.7557
C,C-1,25,Y-line,350.0,448.2,12.6953,0.763
C,C-1,25,Y-line,350.0,450.7,12.7564,0.7667
C,C-1,25,Y-line,350.0,453.2,12.8174,0.7703
C,C-1,25,Y-line,350.0,455.7,12.9395,0.7777
C,C-1,25,Y-line,350.0,458.2,13.0005,0.7813
C,C-1,25,Y-line,350.0,460.6,13.0615,0.785
C,C-1,25,Y-line,350.0,463.1,13.1226,0.7887
C,C-1,25,Y-line,350.0,465.6,13.2446,0.796
C,C-1,25,Y-line,350.0,468.1,13.3057,0.7997
C,C-1,25,Y-line,350.0,470.6,13.3667,0.8033
C,C-1,25,Y-line,350.0,473.1,13.4277,0.807
C,C-1,25,Y-line,350.0,475.6,13.5498,0.8143
C,C-1,25,Y-line,350.0,478.1,13.5498,0.8143
C,C-1,25,Y-line,350.0,480.6,13.5498,0.8143
C,C-1,26,Y-line,400.0,69.7,4.0894,0.2458
C,C-1,26,Y-line,400.0,72.2,4.2114,0.2531
C,C-1,26,Y-line,400.0,74.7,4.3335,0.2604
C,C-1,26,Y-line,400.0,77.2,4.3945,0.2641
C,C-1,26,Y-line,400.0,79.7,4.5166,0.2714
C,C-1,26,Y-line,400.0,82.2,4.6387,0.2788
C,C-1,26,Y-line,400.0,84.7,4.7607,0.2861
C,C-1,26,Y-line,400.0,87.2,4.8218,0.2898
C,C-1,26,Y-line,400.0,89.6,4.9439,0.2971
C,C-1,26,Y-line,400.0,92.1,5.0659,0.3045
C,C-1,26,Y-line,400.0,94.6,5.188,0.3118
C,C-1,26,Y-line,400.0,97.1,5.3101,0.3191
C,C-1,26,Y-line,400.0,99.6,5.3711,0.3228
C,C-1,26,Y-line,400.0,102.1,5.4932,0.3301
C,C-1,26,Y-line,400.0,104.6,5.6152,0.3375
C,C-1,26,Y-line,400.0,107.1,5.7373,0.3448
C,C-1,26,Y-line,400.0,109.6,5.8594,0.3521
C,C-1,26,Y-line,400.0,112.0,5.9204,0.3558
C,C-1,26,Y-line,400.0,114.5,6.0425,0.3632
C,C-1,26,Y-line,400.0,117.0,6.1646,0.3705
C,C-1,26,Y-line,400.0,119.5,6.2866,0.3778
C,C-1,26,Y-line,400.0,122.0,6.3477,0.3815
C,C-1,26,Y-line,400.0,124.5,6.4697,0.3888
C,C-1,26,Y-line,400.0,127.0,6.5918,0.3962
C,C-1,26,Y-line,400.0,129.5,6.7139,0.4035
C,C-1,26,Y-line,400.0,132.0,6.7139,0.4035
C,C-1,26,Y-line,400.0,134.5,6.7749,0.4072
C,C-1,26,Y-line,400.0,137.0,6.897,0.4145
C,C-1,26,Y-line,400.0,139.4,7.019,0.4218
C,C-1,26,Y-line,400.0,141.9,7.1411,0.4292
C,C-1,26,Y-line,400.0,144.4,7.2022,0.4328
C,C-1,26,Y-line,400.0,146.9,7.3242,0.4402
C,C-1,26,Y-line,400.0,149.4,7.4463,0.4475
C,C-1,26,Y-line,400.0,151.9,7.5684,0.4549
C,C-1,26,Y-line,400.0,154.4,7.6904,0.4622
C,C-1,26,Y-line,400.0,156.9,7.7515,0.4659
C,C-1,26,Y-line,400.0,159.4,7.8735,0.4732
C,C-1,26,Y-line,400.0,161.9,7.9956,0.4805
C,C-1,26,Y-line,400.0,164.3,8.1177,0.4879
C,C-1,26,Y-line,400.0,166.8,8.2398,0.4952
C,C-1,26,Y-line,400.0,169.3,8.3008,0.4989
C,C-1,26,Y-line,400.0,171.8,8.4229,0.5062
C,C-1,26,Y-line,400.0,174.3,8.5449,0.5136
C,C-1,26,Y-line,400.0,176.8,8.667,0.5209
C,C-1,26,Y-line,400.0,179.3,8.728,0.5246
C,C-1,26,Y-line,400.0,181.8,8.8501,0.5319
C,C-1,26,Y-line,400.0,184.3,8.9722,0.5392
C,C-1,26,Y-line,400.0,186.8,9.0942,0.5466
C,C-1,26,Y-line,400.0,189.2,9.2163,0.5539
C,C-1,26,Y-line,400.0,191.7,9.2774,0.5576
C,C-1,26,Y-line,400.0,194.2,9.3994,0.5649
C,C-1,26,Y-line,400.0,196.7,9.5215,0.5722
C,C-1,26,Y-line,400.0,199.2,9.6436,0.5796
C,C-1,26,Y-line,400.0,201.7,9.7046,0.5832
C,C-1,26,Y-line,400.0,204.2,9.8267,0.5906
C,C-1,26,Y-line,400.0,206.7,9.9487,0.5979
C,C-1,26,Y-line,400.0,209.2,10.0708,0.6053
C,C-1,26,Y-line,400.0,211.6,10.1929,0.6126
C,C-1,26,Y-line,400.0,214.1,10.3149,0.6199
C,C-1,26,Y-line,400.0,216.6,10.437,0.6273
C,C-1,26,Y-line,400.0,219.1,10.5591,0.6346
C,C-1,26,Y-line,400.0,221.6,10.6812,0.6419
C,C-1,26,Y-line,400.0,224.1,10.8032,0.6493
C,C-1,26,Y-line,400.0,226.6,10.9253,0.6566
C,C-1,26,Y-line,400.0,229.1,11.0474,0.6639
C,C-1,26,Y-line,400.0,231.6,11.1694,0.6713
C,C-1,26,Y-line,400.0,234.1,11.2915,0.6786
C,C-1,26,Y-line,400.0,236.6,11.3525,0.6823
C,C-1,26,Y-line,400.0,239.0,11.4746,0.6896
C,C-1,26,Y-line,400.0,241.5,11.5967,0.697
C,C-1,26,Y-line,400.0,244.0,11.7188,0.7043
C,C-1,26,Y-line,400.0,246.5,11.8408,0.7116
C,C-1,26,Y-line,400.0,249.0,11.9019,0.7153
C,C-1,26,Y-line,400.0,251.5,12.0239,0.7226
C,C-1,26,Y-line,400.0,254.0,12.146,0.73
C,C-1,26,Y-line,400.0,256.5,12.2681,0.7373
C,C-1,26,Y-line,400.0,259.0,12.3901,0.7446
C,C-1,26,Y-line,400.0,261.5,12.4512,0.7483
C,C-1,26,Y-line,400.0,263.9,12.5733,0.7557
C,C-1,26,Y-line,400.0,266.4,12.6953,0.763
C,C-1,26,Y-line,400.0,268.9,12.8174,0.7703
C,C-1,26,Y-line,400.0,271.4,12.8784,0.774
C,C-1,26,Y-line,400.0,273.9,13.0005,0.7813
C,C-1,26,Y-line,400.0,276.4,13.1226,0.7887
C,C-1,26,Y-line,400.0,278.9,13.2446,0.796
C,C-1,26,Y-line,400.0,281.4,13.3667,0.8033
C,C-1,26,Y-line,400.0,283.9,13.4277,0.807
C,C-1,26,Y-line,400.0,286.4,13.5498,0.8143
C,C-1,26,Y-line,400.0,288.8,13.6719,0.8217
C,C-1,26,Y-line,400.0,291.3,13.794,0.829
C,C-1,26,Y-line,400.0,293.8,13.855,0.8327
C,C-1,26,Y-line,400.0,296.3,13.9771,0.84
C,C-1,26,Y-line,400.0,298.8,14.0991,0.8474
C,C-1,26,Y-line,400.0,301.3,14.2212,0.8547
C,C-1,26,Y-line,400.0,303.8,14.3433,0.862
C,C-1,26,Y-line,400.0,306.3,14.4043,0.8657
C,C-1,26,Y-line,400.0,308.8,14.5264,0.873
C,C-1,26,Y-line,400.0,311.2,14.6484,0.8804
C,C-1,26,Y-line,400.0,313.7,14.7705,0.8877
C,C-1,26,Y-line,400.0,316.2,14.8926,0.895
C,C-1,26,Y-line,400.0,318.7,14.8926,0.895
C,C-1,26,Y-line,400.0,321.2,14.8926,0.895
C,C-1,26,Y-line,400.0,323.7,14.8926,0.895
C,C-1,26,Y-line,400.0,326.2,14.8926,0.895
C,C-1,26,Y-line,400.0,328.7,14.8926,0.895
C,C-1,26,Y-line,400.0,331.2,14.8926,0.895
C,C-1,26,Y-line,400.0,333.7,14.8926,0.895
C,C-1,26,Y-line,400.0,336.2,14.8926,0.895
C,C-1,26,Y-line,400.0,338.6,15.0147,0.9024
C,C-1,26,Y-line,400.0,341.1,15.0757,0.906
C,C-1,26,Y-line,400.0,343.6,15.1978,0.9134
C,C-1,26,Y-line,400.0,346.1,15.3198,0.9207
C,C-1,26,Y-line,400.0,348.6,15.4419,0.9281
C,C-1,26,Y-line,400.0,351.1,15.5029,0.9317
C,C-1,26,Y-line,400.0,353.6,15.625,0.9391
C,C-1,26,Y-line,400.0,356.1,15.7471,0.9464
C,C-1,26,Y-line,400.0,358.6,15.8692,0.9537
C,C-1,26,Y-line,400.0,361.0,15.9912,0.9611
C,C-1,26,Y-line,400.0,363.5,16.0523,0.9647
C,C-1,26,Y-line,400.0,366.0,16.1743,0.9721
C,C-1,26,Y-line,400.0,368.5,16.2964,0.9794
C,C-1,26,Y-line,400.0,371.0,16.4185,0.9867
C,C-1,26,Y-line,400.0,373.5,16.5405,0.9941
C,C-1,26,Y-line,400.0,376.0,16.5405,0.9941
C,C-1,26,Y-line,400.0,378.5,16.6626,1.0014
C,C-1,26,Y-line,400.0,381.0,16.6626,1.0014
C,C-1,26,Y-line,400.0,383.5,16.7847,1.0088
C,C-1,26,Y-line,400.0,386.0,16.8457,1.0124
C,C-1,26,Y-line,400.0,388.4,16.9678,1.0198
C,C-1,26,Y-line,400.0,390.9,17.0899,1.0271
C,C-1,27,Y-line,450.0,92.1,9.3384,0.5612
C,C-1,27,Y-line,450.0,94.6,9.3994,0.5649
C,C-1,27,Y-line,450.0,97.1,9.4605,0.5686
C,C-1,27,Y-line,450.0,99.6,9.5215,0.5722
C,C-1,27,Y-line,450.0,102.1,9.5825,0.5759
C,C-1,27,Y-line,450.0,104.6,9.6436,0.5796
C,C-1,27,Y-line,450.0,107.1,9.7046,0.5832
C,C-1,27,Y-line,450.0,109.6,9.7656,0.5869
C,C-1,27,Y-line,450.0,112.0,9.8267,0.5906
C,C-1,27,Y-line,450.0,114.5,9.8877,0.5943
C,C-1,27,Y-line,450.0,117.0,9.8877,0.5943
C,C-1,27,Y-line,450.0,119.5,9.8877,0.5943
C,C-1,27,Y-line,450.0,122.0,9.8877,0.5943
C,C-1,27,Y-line,450.0,124.5,9.8877,0.5943
C,C-1,27,Y-line,450.0,127.0,9.8877,0.5943
C,C-1,27,Y-line,450.0,129.5,9.8877,0.5943
C,C-1,27,Y-line,450.0,132.0,9.8877,0.5943
C,C-1,27,Y-line,450.0,134.5,9.9487,0.5979
C,C-1,27,Y-line,450.0,137.0,10.0098,0.6016
C,C-1,27,Y-line,450.0,139.4,10.0098,0.6016
C,C-1,27,Y-line,450.0,141.9,10.0708,0.6053
C,C-1,27,Y-line,450.0,144.4,10.0708,0.6053
C,C-1,27,Y-line,450.0,146.9,10.1318,0.6089
C,C-1,27,Y-line,450.0,149.4,10.1929,0.6126
C,C-1,27,Y-line,450.0,151.9,10.2539,0.6163
C,C-1,27,Y-line,450.0,154.4,10.3149,0.6199
C,C-1,27,Y-line,450.0,156.9,10.376,0.6236
C,C-1,27,Y-line,450.0,159.4,10.437,0.6273
C,C-1,27,Y-line,450.0,161.9,10.4981,0.6309
C,C-1,27,Y-line,450.0,164.3,10.5591,0.6346
C,C-1,27,Y-line,450.0,166.8,10.6201,0.6383
C,C-1,27,Y-line,450.0,169.3,10.6812,0.6419
C,C-1,27,Y-line,450.0,171.8,10.8032,0.6493
C,C-1,27,Y-line,450.0,174.3,10.9253,0.6566
C,C-1,27,Y-line,450.0,176.8,11.0474,0.6639
C,C-1,27,Y-line,450.0,179.3,11.1694,0.6713
C,C-1,27,Y-line,450.0,181.8,11.2915,0.6786
C,C-1,27,Y-line,450.0,184.3,11.4136,0.686
C,C-1,27,Y-line,450.0,186.8,11.5357,0.6933
C,C-1,27,Y-line,450.0,189.2,11.5967,0.697
C,C-1,27,Y-line,450.0,191.7,11.6577,0.7006
C,C-1,27,Y-line,450.0,194.2,11.7188,0.7043
