block,line,orientation,fixed_axis,fixed_cm,run_axis,run_from_cm,run_to_measured_cm,nominal_len_cm,len_error_cm,n_traces,trace_spacing_cm,ns_HF,ns_LF,window_HF_ns,window_LF_ns,antenna_offset_HF_cm,antenna_offset_LF_cm,sgy_HF,sgy_LF
C,6,X-line,y,250,x,0,692.5,700,-7.5,278,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new006_20260820_185244\20.8.26 C Block new006_20260820_185244_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new006_20260820_185244\20.8.26 C Block new006_20260820_185244_20260821_114331_LF.sgy
C,7,X-line,y,300,x,0,695.0,700,-5.0,279,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new007_20260820_185316\20.8.26 C Block new007_20260820_185316_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new007_20260820_185316\20.8.26 C Block new007_20260820_185316_20260821_114331_LF.sgy
C,8,X-line,y,350,x,0,677.5,700,-22.5,272,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new008_20260820_185350\20.8.26 C Block new008_20260820_185350_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new008_20260820_185350\20.8.26 C Block new008_20260820_185350_20260821_114331_LF.sgy
C,9,X-line,y,400,x,0,680.0,700,-20.0,273,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new009_20260820_185437\20.8.26 C Block new009_20260820_185437_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new009_20260820_185437\20.8.26 C Block new009_20260820_185437_20260821_114331_LF.sgy
C,10,X-line,y,450,x,0,685.0,700,-15.0,275,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new010_20260820_185516\20.8.26 C Block new010_20260820_185516_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new010_20260820_185516\20.8.26 C Block new010_20260820_185516_20260821_114331_LF.sgy
C,11,X-line,y,500,x,0,660.0,700,-40.0,265,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new011_20260820_185552\20.8.26 C Block new011_20260820_185552_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new011_20260820_185552\20.8.26 C Block new011_20260820_185552_20260821_114331_LF.sgy
C,12,X-line,y,550,x,0,670.0,700,-30.0,269,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new012_20260820_185636\20.8.26 C Block new012_20260820_185636_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new012_20260820_185636\20.8.26 C Block new012_20260820_185636_20260821_114331_LF.sgy
C,13,X-line,y,600,x,0,680.0,700,-20.0,273,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new013_20260820_185720\20.8.26 C Block new013_20260820_185720_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new013_20260820_185720\20.8.26 C Block new013_20260820_185720_20260821_114331_LF.sgy
C,14,X-line,y,650,x,0,672.5,700,-27.5,270,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new014_20260820_185757\20.8.26 C Block new014_20260820_185757_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new014_20260820_185757\20.8.26 C Block new014_20260820_185757_20260821_114331_LF.sgy
C,15,X-line,y,700,x,0,710.0,700,10.0,285,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new015_20260820_185903\20.8.26 C Block new015_20260820_185903_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new015_20260820_185903\20.8.26 C Block new015_20260820_185903_20260821_114331_LF.sgy
C,16,X-line,y,750,x,0,672.5,700,-27.5,270,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new016_20260820_185945\20.8.26 C Block new016_20260820_185945_20260821_114331_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new016_20260820_185945\20.8.26 C Block new016_20260820_185945_20260821_114331_LF.sgy
C,17,X-line,y,800,x,0,712.5,700,12.5,286,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new017_20260820_190026\20.8.26 C Block new017_20260820_190026_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new017_20260820_190026\20.8.26 C Block new017_20260820_190026_20260821_114623_LF.sgy
C,18,Y-line,x,0,y,0,790.0,800,-10.0,317,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new018_20260820_190126\20.8.26 C Block new018_20260820_190126_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new018_20260820_190126\20.8.26 C Block new018_20260820_190126_20260821_114623_LF.sgy
C,19,Y-line,x,50,y,0,772.5,800,-27.5,310,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new019_20260820_190254\20.8.26 C Block new019_20260820_190254_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new019_20260820_190254\20.8.26 C Block new019_20260820_190254_20260821_114623_LF.sgy
C,20,Y-line,x,100,y,0,785.0,800,-15.0,315,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new020_20260820_190358\20.8.26 C Block new020_20260820_190358_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new020_20260820_190358\20.8.26 C Block new020_20260820_190358_20260821_114623_LF.sgy
C,21,Y-line,x,150,y,0,775.0,800,-25.0,311,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new021_20260820_190446\20.8.26 C Block new021_20260820_190446_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new021_20260820_190446\20.8.26 C Block new021_20260820_190446_20260821_114623_LF.sgy
C,22,Y-line,x,200,y,0,825.0,800,25.0,331,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new022_20260820_190551\20.8.26 C Block new022_20260820_190551_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new022_20260820_190551\20.8.26 C Block new022_20260820_190551_20260821_114623_LF.sgy
C,23,Y-line,x,250,y,0,805.0,800,5.0,323,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new023_20260820_190635\20.8.26 C Block new023_20260820_190635_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new023_20260820_190635\20.8.26 C Block new023_20260820_190635_20260821_114623_LF.sgy
C,24,Y-line,x,300,y,0,812.5,800,12.5,326,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new024_20260820_190718\20.8.26 C Block new024_20260820_190718_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new024_20260820_190718\20.8.26 C Block new024_20260820_190718_20260821_114623_LF.sgy
C,25,Y-line,x,350,y,0,787.5,800,-12.5,316,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new025_20260820_190806\20.8.26 C Block new025_20260820_190806_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new025_20260820_190806\20.8.26 C Block new025_20260820_190806_20260821_114623_LF.sgy
C,26,Y-line,x,400,y,0,782.5,800,-17.5,314,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new026_20260820_190851\20.8.26 C Block new026_20260820_190851_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new026_20260820_190851\20.8.26 C Block new026_20260820_190851_20260821_114623_LF.sgy
C,27,Y-line,x,450,y,0,792.5,800,-7.5,318,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new027_20260820_190934\20.8.26 C Block new027_20260820_190934_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new027_20260820_190934\20.8.26 C Block new027_20260820_190934_20260821_114623_LF.sgy
C,28,Y-line,x,500,y,0,790.0,800,-10.0,317,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new028_20260820_191017\20.8.26 C Block new028_20260820_191017_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new028_20260820_191017\20.8.26 C Block new028_20260820_191017_20260821_114623_LF.sgy
C,29,Y-line,x,550,y,0,795.0,800,-5.0,319,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new029_20260820_191116\20.8.26 C Block new029_20260820_191116_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new029_20260820_191116\20.8.26 C Block new029_20260820_191116_20260821_114623_LF.sgy
C,30,Y-line,x,600,y,0,797.5,800,-2.5,320,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new030_20260820_191219\20.8.26 C Block new030_20260820_191219_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new030_20260820_191219\20.8.26 C Block new030_20260820_191219_20260821_114623_LF.sgy
C,31,Y-line,x,650,y,0,800.0,800,0.0,321,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new031_20260820_191325\20.8.26 C Block new031_20260820_191325_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new031_20260820_191325\20.8.26 C Block new031_20260820_191325_20260821_114623_LF.sgy
C,32,Y-line,x,700,y,0,800.0,800,0.0,321,2.5,655,664,40,81,7.0,24.4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new032_20260820_191405\20.8.26 C Block new032_20260820_191405_20260821_114623_HF.sgy,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new032_20260820_191405\20.8.26 C Block new032_20260820_191405_20260821_114623_LF.sgy
