block,line_no,csv,Repetition Rate [scans/cm],Scan Direction,Mode,Units,Firmware Version,App Version,Probe S/N,File Name,nsamp_LF,nsamp_HF,win_LF,win_HF,fs_LF,fs_HF,antsp_LF,antsp_HF,scan_m,startx,starty,n_line_entries,ntr_HF,ns_HF,dt_HF,fmt_HF,sgy_HF,ntr_LF,ns_LF,dt_LF,fmt_LF,sgy_LF
B,7,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new007_20260820_180952\20.8.26 B Block proceq new007_20260820_180952_20260821_120010.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new007,664,655,81,40,8.19,16.38,24.4,7.0,9.675,0.0,0.0,1,388,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new007_20260820_180952\20.8.26 B Block proceq new007_20260820_180952_20260821_120010_HF.sgy,388,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new007_20260820_180952\20.8.26 B Block proceq new007_20260820_180952_20260821_120010_LF.sgy
B,8,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new008_20260820_181049\20.8.26 B Block proceq new008_20260820_181049_20260821_120010.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new008,664,655,81,40,8.19,16.38,24.4,7.0,9.625,0.0,0.0,1,386,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new008_20260820_181049\20.8.26 B Block proceq new008_20260820_181049_20260821_120010_HF.sgy,386,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new008_20260820_181049\20.8.26 B Block proceq new008_20260820_181049_20260821_120010_LF.sgy
B,9,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new009_20260820_181144\20.8.26 B Block proceq new009_20260820_181144_20260821_120010.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new009,664,655,81,40,8.19,16.38,24.4,7.0,9.6,0.0,0.0,1,385,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new009_20260820_181144\20.8.26 B Block proceq new009_20260820_181144_20260821_120010_HF.sgy,385,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new009_20260820_181144\20.8.26 B Block proceq new009_20260820_181144_20260821_120010_LF.sgy
B,10,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new010_20260820_181228\20.8.26 B Block proceq new010_20260820_181228_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new010,664,655,81,40,8.19,16.38,24.4,7.0,9.525,0.0,0.0,1,382,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new010_20260820_181228\20.8.26 B Block proceq new010_20260820_181228_20260821_115320_HF.sgy,382,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new010_20260820_181228\20.8.26 B Block proceq new010_20260820_181228_20260821_115320_LF.sgy
B,11,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new011_20260820_181315\20.8.26 B Block proceq new011_20260820_181315_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new011,664,655,81,40,8.19,16.38,24.4,7.0,9.6,0.0,0.0,1,385,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new011_20260820_181315\20.8.26 B Block proceq new011_20260820_181315_20260821_115320_HF.sgy,385,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new011_20260820_181315\20.8.26 B Block proceq new011_20260820_181315_20260821_115320_LF.sgy
B,12,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new012_20260820_181404\20.8.26 B Block proceq new012_20260820_181404_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new012,664,655,81,40,8.19,16.38,24.4,7.0,9.475,0.0,0.0,1,380,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new012_20260820_181404\20.8.26 B Block proceq new012_20260820_181404_20260821_115320_HF.sgy,380,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new012_20260820_181404\20.8.26 B Block proceq new012_20260820_181404_20260821_115320_LF.sgy
B,13,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new013_20260820_181459\20.8.26 B Block proceq new013_20260820_181459_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new013,664,655,81,40,8.19,16.38,24.4,7.0,9.5,0.0,0.0,1,381,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new013_20260820_181459\20.8.26 B Block proceq new013_20260820_181459_20260821_115320_HF.sgy,381,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new013_20260820_181459\20.8.26 B Block proceq new013_20260820_181459_20260821_115320_LF.sgy
B,14,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new014_20260820_181627\20.8.26 B Block proceq new014_20260820_181627_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new014,664,655,81,40,8.19,16.38,24.4,7.0,6.15,0.0,0.0,1,247,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new014_20260820_181627\20.8.26 B Block proceq new014_20260820_181627_20260821_115320_HF.sgy,247,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new014_20260820_181627\20.8.26 B Block proceq new014_20260820_181627_20260821_115320_LF.sgy
B,15,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new015_20260820_181708\20.8.26 B Block proceq new015_20260820_181708_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new015,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new015_20260820_181708\20.8.26 B Block proceq new015_20260820_181708_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new015_20260820_181708\20.8.26 B Block proceq new015_20260820_181708_20260821_115320_LF.sgy
B,16,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new016_20260820_181740\20.8.26 B Block proceq new016_20260820_181740_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new016,664,655,81,40,8.19,16.38,24.4,7.0,6.1,0.0,0.0,1,245,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new016_20260820_181740\20.8.26 B Block proceq new016_20260820_181740_20260821_115320_HF.sgy,245,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new016_20260820_181740\20.8.26 B Block proceq new016_20260820_181740_20260821_115320_LF.sgy
B,17,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new017_20260820_181814\20.8.26 B Block proceq new017_20260820_181814_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new017,664,655,81,40,8.19,16.38,24.4,7.0,6.075,0.0,0.0,1,244,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new017_20260820_181814\20.8.26 B Block proceq new017_20260820_181814_20260821_115320_HF.sgy,244,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new017_20260820_181814\20.8.26 B Block proceq new017_20260820_181814_20260821_115320_LF.sgy
B,18,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new018_20260820_181854\20.8.26 B Block proceq new018_20260820_181854_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new018,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new018_20260820_181854\20.8.26 B Block proceq new018_20260820_181854_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new018_20260820_181854\20.8.26 B Block proceq new018_20260820_181854_20260821_115320_LF.sgy
B,19,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new019_20260820_181922\20.8.26 B Block proceq new019_20260820_181922_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new019,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new019_20260820_181922\20.8.26 B Block proceq new019_20260820_181922_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new019_20260820_181922\20.8.26 B Block proceq new019_20260820_181922_20260821_115320_LF.sgy
B,20,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new020_20260820_181950\20.8.26 B Block proceq new020_20260820_181950_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new020,664,655,81,40,8.19,16.38,24.4,7.0,6.05,0.0,0.0,1,243,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new020_20260820_181950\20.8.26 B Block proceq new020_20260820_181950_20260821_115320_HF.sgy,243,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new020_20260820_181950\20.8.26 B Block proceq new020_20260820_181950_20260821_115320_LF.sgy
B,21,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new021_20260820_182035\20.8.26 B Block proceq new021_20260820_182035_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new021,664,655,81,40,8.19,16.38,24.4,7.0,6.0,0.0,0.0,1,241,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new021_20260820_182035\20.8.26 B Block proceq new021_20260820_182035_20260821_115320_HF.sgy,241,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new021_20260820_182035\20.8.26 B Block proceq new021_20260820_182035_20260821_115320_LF.sgy
B,22,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new022_20260820_182110\20.8.26 B Block proceq new022_20260820_182110_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new022,664,655,81,40,8.19,16.38,24.4,7.0,6.075,0.0,0.0,1,244,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new022_20260820_182110\20.8.26 B Block proceq new022_20260820_182110_20260821_115320_HF.sgy,244,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new022_20260820_182110\20.8.26 B Block proceq new022_20260820_182110_20260821_115320_LF.sgy
B,23,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new023_20260820_182141\20.8.26 B Block proceq new023_20260820_182141_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new023,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new023_20260820_182141\20.8.26 B Block proceq new023_20260820_182141_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new023_20260820_182141\20.8.26 B Block proceq new023_20260820_182141_20260821_115320_LF.sgy
B,24,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new024_20260820_182211\20.8.26 B Block proceq new024_20260820_182211_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new024,664,655,81,40,8.19,16.38,24.4,7.0,6.3,0.0,0.0,1,253,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new024_20260820_182211\20.8.26 B Block proceq new024_20260820_182211_20260821_115320_HF.sgy,253,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new024_20260820_182211\20.8.26 B Block proceq new024_20260820_182211_20260821_115320_LF.sgy
B,25,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new025_20260820_182244\20.8.26 B Block proceq new025_20260820_182244_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new025,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new025_20260820_182244\20.8.26 B Block proceq new025_20260820_182244_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new025_20260820_182244\20.8.26 B Block proceq new025_20260820_182244_20260821_115320_LF.sgy
B,26,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new026_20260820_182318\20.8.26 B Block proceq new026_20260820_182318_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new026,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new026_20260820_182318\20.8.26 B Block proceq new026_20260820_182318_20260821_115320_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new026_20260820_182318\20.8.26 B Block proceq new026_20260820_182318_20260821_115320_LF.sgy
B,27,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new027_20260820_182402\20.8.26 B Block proceq new027_20260820_182402_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new027,664,655,81,40,8.19,16.38,24.4,7.0,6.075,0.0,0.0,1,244,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new027_20260820_182402\20.8.26 B Block proceq new027_20260820_182402_20260821_115320_HF.sgy,244,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new027_20260820_182402\20.8.26 B Block proceq new027_20260820_182402_20260821_115320_LF.sgy
B,28,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new028_20260820_182444\20.8.26 B Block proceq new028_20260820_182444_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new028,664,655,81,40,8.19,16.38,24.4,7.0,6.075,0.0,0.0,1,244,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new028_20260820_182444\20.8.26 B Block proceq new028_20260820_182444_20260821_115320_HF.sgy,244,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new028_20260820_182444\20.8.26 B Block proceq new028_20260820_182444_20260821_115320_LF.sgy
B,29,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new029_20260820_182523\20.8.26 B Block proceq new029_20260820_182523_20260821_115320.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new029,664,655,81,40,8.19,16.38,24.4,7.0,6.0,0.0,0.0,1,241,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new029_20260820_182523\20.8.26 B Block proceq new029_20260820_182523_20260821_115320_HF.sgy,241,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new029_20260820_182523\20.8.26 B Block proceq new029_20260820_182523_20260821_115320_LF.sgy
B,30,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new030_20260820_182625\20.8.26 B Block proceq new030_20260820_182625_20260821_115004.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new030,664,655,81,40,8.19,16.38,24.4,7.0,6.075,0.0,0.0,1,244,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new030_20260820_182625\20.8.26 B Block proceq new030_20260820_182625_20260821_115004_HF.sgy,244,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new030_20260820_182625\20.8.26 B Block proceq new030_20260820_182625_20260821_115004_LF.sgy
B,31,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new031_20260820_182700\20.8.26 B Block proceq new031_20260820_182700_20260821_115004.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new031,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new031_20260820_182700\20.8.26 B Block proceq new031_20260820_182700_20260821_115004_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new031_20260820_182700\20.8.26 B Block proceq new031_20260820_182700_20260821_115004_LF.sgy
B,32,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new032_20260820_182741\20.8.26 B Block proceq new032_20260820_182741_20260821_115004.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new032,664,655,81,40,8.19,16.38,24.4,7.0,6.025,0.0,0.0,1,242,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new032_20260820_182741\20.8.26 B Block proceq new032_20260820_182741_20260821_115004_HF.sgy,242,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new032_20260820_182741\20.8.26 B Block proceq new032_20260820_182741_20260821_115004_LF.sgy
B,33,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new033_20260820_182823\20.8.26 B Block proceq new033_20260820_182823_20260821_115004.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 B Block proceq new033,664,655,81,40,8.19,16.38,24.4,7.0,6.05,0.0,0.0,1,243,655,61,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new033_20260820_182823\20.8.26 B Block proceq new033_20260820_182823_20260821_115004_HF.sgy,243,664,122,5,B Block\SEGY_20260821_115004\SEGY_20260821_115004\20.8.26 B Block proceq new033_20260820_182823\20.8.26 B Block proceq new033_20260820_182823_20260821_115004_LF.sgy
C,1,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new001_20260820_184938\20.8.26 C Block new001_20260820_184938_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new001,664,655,81,40,8.19,16.38,24.4,7.0,6.975,0.0,0.0,1,280,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new001_20260820_184938\20.8.26 C Block new001_20260820_184938_20260821_114331_HF.sgy,280,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new001_20260820_184938\20.8.26 C Block new001_20260820_184938_20260821_114331_LF.sgy
C,2,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new002_20260820_185029\20.8.26 C Block new002_20260820_185029_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new002,664,655,81,40,8.19,16.38,24.4,7.0,7.075,0.0,0.0,1,284,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new002_20260820_185029\20.8.26 C Block new002_20260820_185029_20260821_114331_HF.sgy,284,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new002_20260820_185029\20.8.26 C Block new002_20260820_185029_20260821_114331_LF.sgy
C,3,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new003_20260820_185105\20.8.26 C Block new003_20260820_185105_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new003,664,655,81,40,8.19,16.38,24.4,7.0,6.975,0.0,0.0,1,280,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new003_20260820_185105\20.8.26 C Block new003_20260820_185105_20260821_114331_HF.sgy,280,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new003_20260820_185105\20.8.26 C Block new003_20260820_185105_20260821_114331_LF.sgy
C,4,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new004_20260820_185141\20.8.26 C Block new004_20260820_185141_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new004,664,655,81,40,8.19,16.38,24.4,7.0,7.05,0.0,0.0,1,283,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new004_20260820_185141\20.8.26 C Block new004_20260820_185141_20260821_114331_HF.sgy,283,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new004_20260820_185141\20.8.26 C Block new004_20260820_185141_20260821_114331_LF.sgy
C,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new005_20260820_185215\20.8.26 C Block new005_20260820_185215_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new005,664,655,81,40,8.19,16.38,24.4,7.0,6.975,0.0,0.0,1,280,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new005_20260820_185215\20.8.26 C Block new005_20260820_185215_20260821_114331_HF.sgy,280,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new005_20260820_185215\20.8.26 C Block new005_20260820_185215_20260821_114331_LF.sgy
C,6,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new006_20260820_185244\20.8.26 C Block new006_20260820_185244_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new006,664,655,81,40,8.19,16.38,24.4,7.0,6.925,0.0,0.0,1,278,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new006_20260820_185244\20.8.26 C Block new006_20260820_185244_20260821_114331_HF.sgy,278,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new006_20260820_185244\20.8.26 C Block new006_20260820_185244_20260821_114331_LF.sgy
C,7,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new007_20260820_185316\20.8.26 C Block new007_20260820_185316_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new007,664,655,81,40,8.19,16.38,24.4,7.0,6.95,0.0,0.0,1,279,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new007_20260820_185316\20.8.26 C Block new007_20260820_185316_20260821_114331_HF.sgy,279,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new007_20260820_185316\20.8.26 C Block new007_20260820_185316_20260821_114331_LF.sgy
C,8,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new008_20260820_185350\20.8.26 C Block new008_20260820_185350_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new008,664,655,81,40,8.19,16.38,24.4,7.0,6.775,0.0,0.0,1,272,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new008_20260820_185350\20.8.26 C Block new008_20260820_185350_20260821_114331_HF.sgy,272,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new008_20260820_185350\20.8.26 C Block new008_20260820_185350_20260821_114331_LF.sgy
C,9,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new009_20260820_185437\20.8.26 C Block new009_20260820_185437_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new009,664,655,81,40,8.19,16.38,24.4,7.0,6.8,0.0,0.0,1,273,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new009_20260820_185437\20.8.26 C Block new009_20260820_185437_20260821_114331_HF.sgy,273,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new009_20260820_185437\20.8.26 C Block new009_20260820_185437_20260821_114331_LF.sgy
C,10,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new010_20260820_185516\20.8.26 C Block new010_20260820_185516_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new010,664,655,81,40,8.19,16.38,24.4,7.0,6.85,0.0,0.0,1,275,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new010_20260820_185516\20.8.26 C Block new010_20260820_185516_20260821_114331_HF.sgy,275,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new010_20260820_185516\20.8.26 C Block new010_20260820_185516_20260821_114331_LF.sgy
C,11,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new011_20260820_185552\20.8.26 C Block new011_20260820_185552_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new011,664,655,81,40,8.19,16.38,24.4,7.0,6.6,0.0,0.0,1,265,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new011_20260820_185552\20.8.26 C Block new011_20260820_185552_20260821_114331_HF.sgy,265,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new011_20260820_185552\20.8.26 C Block new011_20260820_185552_20260821_114331_LF.sgy
