block,line_no,csv,Repetition Rate [scans/cm],Scan Direction,Mode,Units,Firmware Version,App Version,Probe S/N,File Name,nsamp_LF,nsamp_HF,win_LF,win_HF,fs_LF,fs_HF,antsp_LF,antsp_HF,scan_m,startx,starty,n_line_entries,ntr_HF,ns_HF,dt_HF,fmt_HF,sgy_HF,ntr_LF,ns_LF,dt_LF,fmt_LF,sgy_LF
C,12,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new012_20260820_185636\20.8.26 C Block new012_20260820_185636_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new012,664,655,81,40,8.19,16.38,24.4,7.0,6.7,0.0,0.0,1,269,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new012_20260820_185636\20.8.26 C Block new012_20260820_185636_20260821_114331_HF.sgy,269,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new012_20260820_185636\20.8.26 C Block new012_20260820_185636_20260821_114331_LF.sgy
C,13,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new013_20260820_185720\20.8.26 C Block new013_20260820_185720_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new013,664,655,81,40,8.19,16.38,24.4,7.0,6.8,0.0,0.0,1,273,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new013_20260820_185720\20.8.26 C Block new013_20260820_185720_20260821_114331_HF.sgy,273,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new013_20260820_185720\20.8.26 C Block new013_20260820_185720_20260821_114331_LF.sgy
C,14,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new014_20260820_185757\20.8.26 C Block new014_20260820_185757_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new014,664,655,81,40,8.19,16.38,24.4,7.0,6.725,0.0,0.0,1,270,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new014_20260820_185757\20.8.26 C Block new014_20260820_185757_20260821_114331_HF.sgy,270,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new014_20260820_185757\20.8.26 C Block new014_20260820_185757_20260821_114331_LF.sgy
C,15,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new015_20260820_185903\20.8.26 C Block new015_20260820_185903_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new015,664,655,81,40,8.19,16.38,24.4,7.0,7.1,0.0,0.0,1,285,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new015_20260820_185903\20.8.26 C Block new015_20260820_185903_20260821_114331_HF.sgy,285,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new015_20260820_185903\20.8.26 C Block new015_20260820_185903_20260821_114331_LF.sgy
C,16,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new016_20260820_185945\20.8.26 C Block new016_20260820_185945_20260821_114331.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new016,664,655,81,40,8.19,16.38,24.4,7.0,6.725,0.0,0.0,1,270,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new016_20260820_185945\20.8.26 C Block new016_20260820_185945_20260821_114331_HF.sgy,270,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new016_20260820_185945\20.8.26 C Block new016_20260820_185945_20260821_114331_LF.sgy
C,17,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new017_20260820_190026\20.8.26 C Block new017_20260820_190026_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new017,664,655,81,40,8.19,16.38,24.4,7.0,7.125,0.0,0.0,1,286,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new017_20260820_190026\20.8.26 C Block new017_20260820_190026_20260821_114623_HF.sgy,286,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new017_20260820_190026\20.8.26 C Block new017_20260820_190026_20260821_114623_LF.sgy
C,18,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new018_20260820_190126\20.8.26 C Block new018_20260820_190126_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new018,664,655,81,40,8.19,16.38,24.4,7.0,7.9,0.0,0.0,1,317,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new018_20260820_190126\20.8.26 C Block new018_20260820_190126_20260821_114623_HF.sgy,317,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new018_20260820_190126\20.8.26 C Block new018_20260820_190126_20260821_114623_LF.sgy
C,19,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new019_20260820_190254\20.8.26 C Block new019_20260820_190254_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new019,664,655,81,40,8.19,16.38,24.4,7.0,7.725,0.0,0.0,1,310,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new019_20260820_190254\20.8.26 C Block new019_20260820_190254_20260821_114623_HF.sgy,310,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new019_20260820_190254\20.8.26 C Block new019_20260820_190254_20260821_114623_LF.sgy
C,20,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new020_20260820_190358\20.8.26 C Block new020_20260820_190358_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new020,664,655,81,40,8.19,16.38,24.4,7.0,7.85,0.0,0.0,1,315,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new020_20260820_190358\20.8.26 C Block new020_20260820_190358_20260821_114623_HF.sgy,315,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new020_20260820_190358\20.8.26 C Block new020_20260820_190358_20260821_114623_LF.sgy
C,21,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new021_20260820_190446\20.8.26 C Block new021_20260820_190446_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new021,664,655,81,40,8.19,16.38,24.4,7.0,7.75,0.0,0.0,1,311,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new021_20260820_190446\20.8.26 C Block new021_20260820_190446_20260821_114623_HF.sgy,311,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new021_20260820_190446\20.8.26 C Block new021_20260820_190446_20260821_114623_LF.sgy
C,22,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new022_20260820_190551\20.8.26 C Block new022_20260820_190551_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new022,664,655,81,40,8.19,16.38,24.4,7.0,8.25,0.0,0.0,1,331,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new022_20260820_190551\20.8.26 C Block new022_20260820_190551_20260821_114623_HF.sgy,331,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new022_20260820_190551\20.8.26 C Block new022_20260820_190551_20260821_114623_LF.sgy
C,23,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new023_20260820_190635\20.8.26 C Block new023_20260820_190635_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new023,664,655,81,40,8.19,16.38,24.4,7.0,8.05,0.0,0.0,1,323,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new023_20260820_190635\20.8.26 C Block new023_20260820_190635_20260821_114623_HF.sgy,323,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new023_20260820_190635\20.8.26 C Block new023_20260820_190635_20260821_114623_LF.sgy
C,24,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new024_20260820_190718\20.8.26 C Block new024_20260820_190718_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new024,664,655,81,40,8.19,16.38,24.4,7.0,8.125,0.0,0.0,1,326,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new024_20260820_190718\20.8.26 C Block new024_20260820_190718_20260821_114623_HF.sgy,326,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new024_20260820_190718\20.8.26 C Block new024_20260820_190718_20260821_114623_LF.sgy
C,25,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new025_20260820_190806\20.8.26 C Block new025_20260820_190806_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new025,664,655,81,40,8.19,16.38,24.4,7.0,7.875,0.0,0.0,1,316,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new025_20260820_190806\20.8.26 C Block new025_20260820_190806_20260821_114623_HF.sgy,316,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new025_20260820_190806\20.8.26 C Block new025_20260820_190806_20260821_114623_LF.sgy
C,26,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new026_20260820_190851\20.8.26 C Block new026_20260820_190851_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new026,664,655,81,40,8.19,16.38,24.4,7.0,7.825,0.0,0.0,1,314,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new026_20260820_190851\20.8.26 C Block new026_20260820_190851_20260821_114623_HF.sgy,314,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new026_20260820_190851\20.8.26 C Block new026_20260820_190851_20260821_114623_LF.sgy
C,27,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new027_20260820_190934\20.8.26 C Block new027_20260820_190934_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new027,664,655,81,40,8.19,16.38,24.4,7.0,7.925,0.0,0.0,1,318,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new027_20260820_190934\20.8.26 C Block new027_20260820_190934_20260821_114623_HF.sgy,318,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new027_20260820_190934\20.8.26 C Block new027_20260820_190934_20260821_114623_LF.sgy
C,28,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new028_20260820_191017\20.8.26 C Block new028_20260820_191017_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new028,664,655,81,40,8.19,16.38,24.4,7.0,7.9,0.0,0.0,1,317,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new028_20260820_191017\20.8.26 C Block new028_20260820_191017_20260821_114623_HF.sgy,317,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new028_20260820_191017\20.8.26 C Block new028_20260820_191017_20260821_114623_LF.sgy
C,29,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new029_20260820_191116\20.8.26 C Block new029_20260820_191116_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new029,664,655,81,40,8.19,16.38,24.4,7.0,7.95,0.0,0.0,1,319,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new029_20260820_191116\20.8.26 C Block new029_20260820_191116_20260821_114623_HF.sgy,319,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new029_20260820_191116\20.8.26 C Block new029_20260820_191116_20260821_114623_LF.sgy
C,30,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new030_20260820_191219\20.8.26 C Block new030_20260820_191219_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new030,664,655,81,40,8.19,16.38,24.4,7.0,7.975,0.0,0.0,1,320,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new030_20260820_191219\20.8.26 C Block new030_20260820_191219_20260821_114623_HF.sgy,320,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new030_20260820_191219\20.8.26 C Block new030_20260820_191219_20260821_114623_LF.sgy
C,31,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new031_20260820_191325\20.8.26 C Block new031_20260820_191325_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new031,664,655,81,40,8.19,16.38,24.4,7.0,8.0,0.0,0.0,1,321,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new031_20260820_191325\20.8.26 C Block new031_20260820_191325_20260821_114623_HF.sgy,321,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new031_20260820_191325\20.8.26 C Block new031_20260820_191325_20260821_114623_LF.sgy
C,32,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new032_20260820_191405\20.8.26 C Block new032_20260820_191405_20260821_114623.csv,0.4,Left to Right,Line Scan,Metric,5.7.6,3.8.1,GS80-001-0145,20.8.26 C Block new032,664,655,81,40,8.19,16.38,24.4,7.0,8.0,0.0,0.0,1,321,655,61,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new032_20260820_191405\20.8.26 C Block new032_20260820_191405_20260821_114623_HF.sgy,321,664,122,5,C Block\SEGY_20260821_114331\SEGY_20260821_114331\20.8.26 C Block new032_20260820_191405\20.8.26 C Block new032_20260820_191405_20260821_114623_LF.sgy
